Week,No StoreID,Stores,Sales Report2,Sales Report,LY,YOY CHANGE%,SOB%,STORE PROFILE,BAY COUNT,Average Bay Sale,AREA
18,1026,Homesavers Portlaoise,"€12,683.52","€12,683.52","€14,546.72",-12.80%,0.69%,M [MEDIUM] ,255,€49.74, Area 6 
18,1052,Homesavers Lismard Portlaoise (B),"€6,160.91","€6,160.91","€4,884.56",26.10%,0.33%,S [SMALL] ,125,€49.29, Area 6 
18,1060,Homesavers Riverside Galway,"€23,100.60","€23,100.60","€20,352.75",13.50%,1.25%,M+ [MEDIUM +] ,344,€67.15, Area 7 
18,1016,Homesavers Roscommon,"€98,677.40","€98,677.40","€75,091.41",31.40%,5.35%,XL [EXTRA LARGE] ,628,€157.13, Area 1 
18,1055,Homesavers Stranorlar business park,"€16,790.36","€16,790.36","€12,913.51",30.00%,0.91%,M [MEDIUM] ,290,€57.90, Area 4 
18,1056,Homesavers Swinford,"€6,254.01","€6,254.01","€5,444.67",14.90%,0.34%,XS [EXTRA SMALL] ,95,€65.83, Area 4 
18,1015,Homesavers Broomhill Tallaght,"€65,492.51","€65,492.51","€63,490.39",3.20%,3.55%,M+ [MEDIUM +] ,350,€187.12, Area 5 
18,1049,Homesavers The Glebe Donegal,"€32,077.08","€32,077.08","€21,477.01",49.40%,1.74%,M [MEDIUM] ,293,€109.48, Area 4 
18,1029,Homesavers Tralee,"€39,011.53","€39,011.53","€40,517.54",-3.70%,2.12%,M [MEDIUM] ,310,€125.84, Area 6 
18,1007,Homesavers Tullamore,"€87,996.72","€87,996.72","€77,265.49",13.90%,4.78%,L [LARGE] ,553,€159.13, Area 1 
18,1057,"Homesavers Carlow Tullow Road U1,2","€14,945.91","€14,945.91","€17,375.38",-14.00%,0.81%,M [MEDIUM] ,257,€58.16, Area 5 
18,1006,Homesavers Waterford,"€21,253.77","€21,253.77","€20,835.91",2.00%,1.15%,M [MEDIUM] ,183,€116.14, Area 2 
18,1012,Homesavers Wexford,"€48,220.52","€48,220.52","€47,059.91",2.50%,2.62%,M [MEDIUM] ,296,€162.91, Area 2 
18,1014,Homesavers Wicklow,"€33,706.63","€33,706.63","€26,385.55",27.70%,1.83%,S [SMALL] ,178,€189.36, Area 5 
18,All,Total Sales,"€1,842,774.25","€1,842,774.25","€1,596,998.62",0.00%,0.00%,0,0, €-   , €-   
19,1020,Centz Patrick Street,"€18,131.40","€18,131.40","€15,781.62",14.90%,1.03%,XS [EXTRA SMALL] ,75,€241.75, Area 3 
19,1019,Centz Cork Street,"€10,988.48","€10,988.48","€9,100.89",20.70%,0.63%,XS [EXTRA SMALL] ,49,€224.25, Area 3 
19,1021,Centz Kinvara,"€15,045.59","€15,045.59","€12,359.53",21.70%,0.86%,XS [EXTRA SMALL] ,68,€221.26, Area 3 
19,1030,Homesavers Arklow,"€36,428.19","€36,428.19","€34,338.40",6.10%,2.08%,M [MEDIUM] ,278,€131.04, Area 5 
19,1043,Homesavers Westpoint Athlone (A),"€24,899.67","€24,899.67","€29,386.40",-15.30%,1.42%,M [MEDIUM] ,288,€86.46, Area 7 
19,1046,Homesavers Monks Land Athlone (B),"€10,911.66","€10,911.66","€14,943.46",-27.00%,0.62%,M [MEDIUM] ,159,€68.63, Area 7 
19,1008,Homesavers Athy,"€14,625.01","€14,625.01","€9,223.17",58.60%,0.83%,S [SMALL] ,184,€79.48, Area 5 
19,1047,Homesavers Axis Centre Longford,"€34,448.04","€34,448.04","€31,414.47",9.70%,1.96%,M [MEDIUM] ,249,€138.35, Area 7 
19,1011,Homesavers Ballyfermot,"€34,923.05","€34,923.05","€28,235.63",23.70%,1.99%,M [MEDIUM] ,293,€119.19, Area 5 
19,1059,Homesavers Ballyshannon,"€28,160.12","€28,160.12","€24,108.72",16.80%,1.61%,M [MEDIUM] ,273,€103.15, Area 4 
19,1063,Homesavers Briarhill Galway,"€20,725.34","€20,725.34","€16,907.98",22.60%,1.18%,M [MEDIUM] ,236,€87.82, Area 7 
19,1065,Homesavers Bunclody,"€20,221.69","€20,221.69","€17,326.59",16.70%,1.15%,M [MEDIUM] ,232,€87.16, Area 5 
19,1013,Homesavers Carlow Penny Lane,"€34,160.22","€34,160.22","€27,832.38",22.70%,1.95%,M+ [MEDIUM +] ,401,€85.19, Area 5 
19,1009,Homesavers Carlow Tullow Road U3,"€20,416.68","€20,416.68","€15,684.66",30.20%,1.16%,S [SMALL] ,163,€125.26, Area 5 
19,1066,Homesavers Carrick-on-shannon,"€39,377.38","€39,377.38","€32,966.23",19.40%,2.25%,M+ [MEDIUM +] ,373,€105.57, Area 4 
19,1061,Homesavers Charlestown MAYO,"€8,683.33","€8,683.33","€8,355.78",3.90%,0.50%,XS [EXTRA SMALL] ,97,€89.52, Area 4 
19,1023,Homesavers Clane,"€11,489.13","€11,489.13","€9,741.13",17.90%,0.66%,XS [EXTRA SMALL] ,122,€94.17, Area 5 
19,1068,Homesavers Claremorris,"€17,306.62","€17,306.62","€25,408.47",-31.90%,0.99%,M [MEDIUM] ,255,€67.87, Area 7 
19,1017,Homesavers Crumlin,"€28,484.63","€28,484.63","€24,383.95",16.80%,1.62%,S [SMALL] ,157,€181.43, Area 3 
19,1040,Homesavers Diskin Centre Athlone,"€23,011.35","€23,011.35","€22,952.24",0.30%,1.31%,M [MEDIUM] ,322,€71.46, Area 7 
19,1027,Homesavers Dundalk,"€85,547.77","€85,547.77","€67,247.32",27.20%,4.88%,M [MEDIUM] ,322,€265.68, Area 3 
19,1044,Homesavers WestGate Dungarvan,"€16,662.11","€16,662.11","€15,008.35",11.00%,0.95%,M [MEDIUM] ,216,€77.14, Area 8 
19,1048,Homesavers CLONMULLEN Edenderry,"€35,729.07","€35,729.07","€33,158.68",7.80%,2.04%,M [MEDIUM] ,275,€129.92, Area 7 
19,1031,Homesavers BALLYMALEY Ennis,"€89,128.60","€89,128.60","€83,415.89",6.80%,5.08%,L [LARGE] ,536,€166.28, Area 1 
19,1042,Homesavers Rafter Street Enniscorthy,"€18,446.05","€18,446.05","€18,009.53",2.40%,1.05%,S [SMALL] ,130,€141.89, Area 2 
19,1025,Homesavers Kings meadow waterford,"€40,208.21","€40,208.21","€32,319.92",24.40%,2.29%,M+ [MEDIUM +] ,359,€112.00, Area 2 
19,1067,Homesavers Letterkenny Pearse Road,"€32,017.41","€32,017.41","€27,836.97",15.00%,1.83%,M+ [MEDIUM +] ,418,€76.60, Area 4 
19,1001,Homesavers Limerick,"€98,400.37","€98,400.37","€81,455.93",20.80%,5.61%,M+ [MEDIUM +] ,337,€291.99, Area 6 
19,1010,Homesavers Longford U4,"€9,626.10","€9,626.10","€9,281.91",3.70%,0.55%,XS [EXTRA SMALL] ,125,€77.01, Area 7 
19,1032,Homesavers Midleton,"€24,010.97","€24,010.97","€23,455.95",2.40%,1.37%,M [MEDIUM] ,211,€113.80, Area 8 
19,1054,Homesavers Milford Retail Park,"€36,378.00","€36,378.00","€23,323.26",56.00%,2.07%,M [MEDIUM] ,312,€116.60, Area 4 
19,1033,Homesavers Monaghan,"€72,609.80","€72,609.80","€62,994.04",15.30%,4.14%,L [LARGE] ,436,€166.54, Area 3 
19,1062,Homesavers Mountmellick LAOIS,"€7,993.67","€7,993.67","€6,400.88",24.90%,0.46%,XS [EXTRA SMALL] ,67,€119.31, Area 6 
19,1002,Homesavers Mullingar,"€72,349.07","€72,349.07","€49,823.65",45.20%,4.13%,M [MEDIUM] ,245,€295.30, Area 1 
19,1024,Homesavers Martyr Road Nenagh (a),"€39,022.12","€39,022.12","€37,875.24",3.00%,2.23%,M+ [MEDIUM +] ,374,€104.34, Area 6 
19,1058,HOMESAVERS MARTYR ROAD NENAGH (B),"€36,412.10","€36,412.10","€27,993.83",30.10%,2.08%,M+ [MEDIUM +] ,302,€120.57, Area 6 
19,1053,Homesavers New Road Portlaoise,"€31,342.67","€31,342.67","€30,896.15",1.40%,1.79%,M [MEDIUM] ,219,€143.12, Area 6 
19,1028,Homesavers Newcastle West,"€69,689.56","€69,689.56","€63,495.55",9.80%,3.97%,M+ [MEDIUM +] ,414,€168.33, Area 6 
19,1026,Homesavers Portlaoise,"€11,882.00","€11,882.00","€13,355.29",-11.00%,0.68%,M [MEDIUM] ,255,€46.60, Area 6 
19,1052,Homesavers Lismard Portlaoise (B),"€5,949.10","€5,949.10","€4,946.82",20.30%,0.34%,S [SMALL] ,125,€47.59, Area 6 
19,1060,Homesavers Riverside Galway,"€21,330.66","€21,330.66","€16,812.22",26.90%,1.22%,M+ [MEDIUM +] ,344,€62.01, Area 7 
19,1016,Homesavers Roscommon,"€92,982.85","€92,982.85","€72,126.06",28.90%,5.30%,XL [EXTRA LARGE] ,628,€148.06, Area 1 
19,1055,Homesavers Stranorlar business park,"€16,828.71","€16,828.71","€13,678.51",23.00%,0.96%,M [MEDIUM] ,290,€58.03, Area 4 
19,1056,Homesavers Swinford,"€6,839.12","€6,839.12","€5,879.02",16.30%,0.39%,XS [EXTRA SMALL] ,95,€71.99, Area 4 
19,1015,Homesavers Broomhill Tallaght,"€59,922.02","€59,922.02","€61,129.16",-2.00%,3.42%,M+ [MEDIUM +] ,350,€171.21, Area 5 
19,1049,Homesavers The Glebe Donegal,"€35,268.84","€35,268.84","€24,528.75",43.80%,2.01%,M [MEDIUM] ,293,€120.37, Area 4 
19,1029,Homesavers Tralee,"€35,139.58","€35,139.58","€38,382.40",-8.40%,2.00%,M [MEDIUM] ,310,€113.35, Area 6 
19,1007,Homesavers Tullamore,"€87,540.56","€87,540.56","€71,918.60",21.70%,4.99%,L [LARGE] ,553,€158.30, Area 1 
19,1057,"Homesavers Carlow Tullow Road U1,2","€15,261.11","€15,261.11","€14,553.74",4.90%,0.87%,M [MEDIUM] ,257,€59.38, Area 5 
19,1006,Homesavers Waterford,"€20,621.95","€20,621.95","€19,220.83",7.30%,1.18%,M [MEDIUM] ,183,€112.69, Area 2 
19,1012,Homesavers Wexford,"€43,120.90","€43,120.90","€38,415.65",12.20%,2.46%,M [MEDIUM] ,296,€145.68, Area 2 
19,1014,Homesavers Wicklow,"€32,847.15","€32,847.15","€27,562.07",19.20%,1.87%,S [SMALL] ,178,€184.53, Area 5 
19,All,Total Sales,"€1,753,545.78","€1,753,545.78","€1,526,953.88",0.00%,0.00%,0,0, €-   , €-   
20,1020,Centz Patrick Street,"€19,066.72","€19,066.72","€16,122.77",18.30%,1.03%,XS [EXTRA SMALL] ,75,€254.22, Area 3 
20,1019,Centz Cork Street,"€12,487.02","€12,487.02","€9,413.34",32.70%,0.68%,XS [EXTRA SMALL] ,49,€254.84, Area 3 
20,1021,Centz Kinvara,"€15,352.90","€15,352.90","€12,220.00",25.60%,0.83%,XS [EXTRA SMALL] ,68,€225.78, Area 3 
20,1030,Homesavers Arklow,"€32,134.34","€32,134.34","€32,106.76",0.10%,1.74%,M [MEDIUM] ,278,€115.59, Area 5 
20,1043,Homesavers Westpoint Athlone (A),"€24,522.43","€24,522.43","€27,557.44",-11.00%,1.33%,M [MEDIUM] ,288,€85.15, Area 7 
20,1046,Homesavers Monks Land Athlone (B),"€12,965.94","€12,965.94","€13,249.16",-2.10%,0.70%,M [MEDIUM] ,159,€81.55, Area 7 
20,1008,Homesavers Athy,"€15,658.49","€15,658.49","€10,708.40",46.20%,0.85%,S [SMALL] ,184,€85.10, Area 5 
20,1047,Homesavers Axis Centre Longford,"€36,721.68","€36,721.68","€31,171.74",17.80%,1.99%,M [MEDIUM] ,249,€147.48, Area 7 
20,1011,Homesavers Ballyfermot,"€38,693.32","€38,693.32","€27,667.71",39.90%,2.10%,M [MEDIUM] ,293,€132.06, Area 5 
20,1059,Homesavers Ballyshannon,"€31,047.98","€31,047.98","€23,166.75",34.00%,1.68%,M [MEDIUM] ,273,€113.73, Area 4 
20,1063,Homesavers Briarhill Galway,"€22,498.20","€22,498.20","€20,651.72",8.90%,1.22%,M [MEDIUM] ,236,€95.33, Area 7 
20,1065,Homesavers Bunclody,"€21,160.56","€21,160.56","€16,329.62",29.60%,1.15%,M [MEDIUM] ,232,€91.21, Area 5 
20,1013,Homesavers Carlow Penny Lane,"€35,108.31","€35,108.31","€30,125.53",16.50%,1.91%,M+ [MEDIUM +] ,401,€87.55, Area 5 
20,1009,Homesavers Carlow Tullow Road U3,"€20,477.42","€20,477.42","€16,048.55",27.60%,1.11%,S [SMALL] ,163,€125.63, Area 5 
20,1066,Homesavers Carrick-on-shannon,"€40,640.80","€40,640.80","€34,427.66",18.00%,2.21%,M+ [MEDIUM +] ,373,€108.96, Area 4 
20,1061,Homesavers Charlestown MAYO,"€9,046.48","€9,046.48","€7,842.13",15.40%,0.49%,XS [EXTRA SMALL] ,97,€93.26, Area 4 
20,1023,Homesavers Clane,"€12,724.08","€12,724.08","€9,337.89",36.30%,0.69%,XS [EXTRA SMALL] ,122,€104.30, Area 5 
20,1068,Homesavers Claremorris,"€20,094.05","€20,094.05","€26,720.22",-24.80%,1.09%,M [MEDIUM] ,255,€78.80, Area 7 
20,1017,Homesavers Crumlin,"€30,201.95","€30,201.95","€24,150.60",25.10%,1.64%,S [SMALL] ,157,€192.37, Area 3 
20,1040,Homesavers Diskin Centre Athlone,"€25,622.83","€25,622.83","€26,335.51",-2.70%,1.39%,M [MEDIUM] ,322,€79.57, Area 7 
20,1027,Homesavers Dundalk,"€87,033.60","€87,033.60","€71,273.74",22.10%,4.72%,M [MEDIUM] ,322,€270.29, Area 3 
20,1044,Homesavers WestGate Dungarvan,"€17,611.84","€17,611.84","€14,652.12",20.20%,0.96%,M [MEDIUM] ,216,€81.54, Area 8 
20,1048,Homesavers CLONMULLEN Edenderry,"€40,324.94","€40,324.94","€30,197.96",33.50%,2.19%,M [MEDIUM] ,275,€146.64, Area 7 
20,1031,Homesavers BALLYMALEY Ennis,"€93,641.46","€93,641.46","€87,200.83",7.40%,5.08%,L [LARGE] ,536,€174.70, Area 1 
20,1042,Homesavers Rafter Street Enniscorthy,"€22,563.96","€22,563.96","€17,409.28",29.60%,1.22%,S [SMALL] ,130,€173.57, Area 2 
20,1025,Homesavers Kings meadow waterford,"€44,662.08","€44,662.08","€30,446.90",46.70%,2.42%,M+ [MEDIUM +] ,359,€124.41, Area 2 
20,1067,Homesavers Letterkenny Pearse Road,"€33,599.91","€33,599.91","€29,092.88",15.50%,1.82%,M+ [MEDIUM +] ,418,€80.38, Area 4 
20,1001,Homesavers Limerick,"€103,770.52","€103,770.52","€80,543.16",28.80%,5.63%,M+ [MEDIUM +] ,337,€307.92, Area 6 
20,1010,Homesavers Longford U4,"€10,770.52","€10,770.52","€10,291.98",4.60%,0.58%,XS [EXTRA SMALL] ,125,€86.16, Area 7 
20,1032,Homesavers Midleton,"€23,746.61","€23,746.61","€23,234.72",2.20%,1.29%,M [MEDIUM] ,211,€112.54, Area 8 
20,1054,Homesavers Milford Retail Park,"€37,880.30","€37,880.30","€28,281.20",33.90%,2.06%,M [MEDIUM] ,312,€121.41, Area 4 
20,1033,Homesavers Monaghan,"€79,730.49","€79,730.49","€64,520.46",23.60%,4.33%,L [LARGE] ,436,€182.87, Area 3 
20,1062,Homesavers Mountmellick LAOIS,"€8,014.27","€8,014.27","€6,252.33",28.20%,0.43%,XS [EXTRA SMALL] ,67,€119.62, Area 6 
20,1002,Homesavers Mullingar,"€73,725.37","€73,725.37","€51,440.66",43.30%,4.00%,M [MEDIUM] ,245,€300.92, Area 1 
20,1024,Homesavers Martyr Road Nenagh (a),"€37,484.10","€37,484.10","€36,357.81",3.10%,2.03%,M+ [MEDIUM +] ,374,€100.22, Area 6 
20,1058,HOMESAVERS MARTYR ROAD NENAGH (B),"€35,783.22","€35,783.22","€24,413.70",46.60%,1.94%,M+ [MEDIUM +] ,302,€118.49, Area 6 
20,1053,Homesavers New Road Portlaoise,"€32,197.26","€32,197.26","€33,643.68",-4.30%,1.75%,M [MEDIUM] ,219,€147.02, Area 6 
20,1028,Homesavers Newcastle West,"€73,049.50","€73,049.50","€63,155.58",15.70%,3.96%,M+ [MEDIUM +] ,414,€176.45, Area 6 
20,1026,Homesavers Portlaoise,"€12,493.93","€12,493.93","€11,557.78",8.10%,0.68%,M [MEDIUM] ,255,€49.00, Area 6 
20,1052,Homesavers Lismard Portlaoise (B),"€5,673.62","€5,673.62","€5,523.93",2.70%,0.31%,S [SMALL] ,125,€45.39, Area 6 
20,1060,Homesavers Riverside Galway,"€21,815.28","€21,815.28","€19,214.20",13.50%,1.18%,M+ [MEDIUM +] ,344,€63.42, Area 7 
20,1016,Homesavers Roscommon,"€98,293.31","€98,293.31","€74,600.74",31.80%,5.33%,XL [EXTRA LARGE] ,628,€156.52, Area 1 
20,1055,Homesavers Stranorlar business park,"€14,823.40","€14,823.40","€14,962.52",-0.90%,0.80%,M [MEDIUM] ,290,€51.12, Area 4 
20,1056,Homesavers Swinford,"€7,416.02","€7,416.02","€6,237.47",18.90%,0.40%,XS [EXTRA SMALL] ,95,€78.06, Area 4 
20,1015,Homesavers Broomhill Tallaght,"€67,664.53","€67,664.53","€59,173.49",14.30%,3.67%,M+ [MEDIUM +] ,350,€193.33, Area 5 
20,1049,Homesavers The Glebe Donegal,"€32,891.47","€32,891.47","€21,649.37",51.90%,1.79%,M [MEDIUM] ,293,€112.26, Area 4 
20,1029,Homesavers Tralee,"€37,988.26","€37,988.26","€35,004.05",8.50%,2.06%,M [MEDIUM] ,310,€122.54, Area 6 
20,1007,Homesavers Tullamore,"€87,008.82","€87,008.82","€71,397.48",21.90%,4.72%,L [LARGE] ,553,€157.34, Area 1 
20,1057,"Homesavers Carlow Tullow Road U1,2","€18,169.20","€18,169.20","€13,698.21",32.60%,0.99%,M [MEDIUM] ,257,€70.70, Area 5 
20,1006,Homesavers Waterford,"€23,527.19","€23,527.19","€20,673.82",13.80%,1.28%,M [MEDIUM] ,183,€128.56, Area 2 
20,1012,Homesavers Wexford,"€49,840.40","€49,840.40","€38,324.23",30.00%,2.70%,M [MEDIUM] ,296,€168.38, Area 2 
20,1014,Homesavers Wicklow,"€33,205.63","€33,205.63","€24,974.81",33.00%,1.80%,S [SMALL] ,178,€186.55, Area 5 
20,All,Total Sales,"€1,842,626.51","€1,842,626.51","€1,534,754.60",0.00%,0.00%,0,0, €-   , €-   
21,1020,Centz Patrick Street,"€18,452.86","€18,452.86","€15,608.75",18.20%,0.96%,XS [EXTRA SMALL] ,75,€246.04, Area 3 
21,1019,Centz Cork Street,"€12,708.21","€12,708.21","€9,983.33",27.30%,0.66%,XS [EXTRA SMALL] ,49,€259.35, Area 3 
21,1021,Centz Kinvara,"€17,045.17","€17,045.17","€12,220.00",39.50%,0.89%,XS [EXTRA SMALL] ,68,€250.66, Area 3 
21,1030,Homesavers Arklow,"€41,117.80","€41,117.80","€34,577.68",18.90%,2.14%,M [MEDIUM] ,278,€147.91, Area 5 
21,1043,Homesavers Westpoint Athlone (A),"€28,241.85","€28,241.85","€28,182.22",0.20%,1.47%,M [MEDIUM] ,288,€98.06, Area 7 
21,1046,Homesavers Monks Land Athlone (B),"€15,696.33","€15,696.33","€15,068.25",4.20%,0.82%,M [MEDIUM] ,159,€98.72, Area 7 
21,1008,Homesavers Athy,"€14,104.79","€14,104.79","€9,809.70",43.80%,0.74%,S [SMALL] ,184,€76.66, Area 5 
21,1047,Homesavers Axis Centre Longford,"€37,896.85","€37,896.85","€31,883.95",18.90%,1.98%,M [MEDIUM] ,249,€152.20, Area 7 
21,1011,Homesavers Ballyfermot,"€38,103.02","€38,103.02","€29,968.80",27.10%,1.99%,M [MEDIUM] ,293,€130.04, Area 5 
21,1059,Homesavers Ballyshannon,"€29,389.81","€29,389.81","€22,804.85",28.90%,1.53%,M [MEDIUM] ,273,€107.65, Area 4 
21,1063,Homesavers Briarhill Galway,"€21,170.32","€21,170.32","€16,287.20",30.00%,1.10%,M [MEDIUM] ,236,€89.70, Area 7 
21,1065,Homesavers Bunclody,"€22,671.19","€22,671.19","€18,180.73",24.70%,1.18%,M [MEDIUM] ,232,€97.72, Area 5 
21,1013,Homesavers Carlow Penny Lane,"€37,533.01","€37,533.01","€31,458.64",19.30%,1.96%,M+ [MEDIUM +] ,401,€93.60, Area 5 
21,1009,Homesavers Carlow Tullow Road U3,"€20,078.01","€20,078.01","€16,354.09",22.80%,1.05%,S [SMALL] ,163,€123.18, Area 5 
21,1066,Homesavers Carrick-on-shannon,"€40,877.69","€40,877.69","€35,202.83",16.10%,2.13%,M+ [MEDIUM +] ,373,€109.59, Area 4 
21,1061,Homesavers Charlestown MAYO,"€8,974.62","€8,974.62","€7,617.99",17.80%,0.47%,XS [EXTRA SMALL] ,97,€92.52, Area 4 
21,1023,Homesavers Clane,"€12,152.95","€12,152.95","€10,137.08",19.90%,0.63%,XS [EXTRA SMALL] ,122,€99.61, Area 5 
21,1068,Homesavers Claremorris,"€24,174.04","€24,174.04","€24,011.97",0.70%,1.26%,M [MEDIUM] ,255,€94.80, Area 7 
21,1017,Homesavers Crumlin,"€32,956.22","€32,956.22","€24,699.69",33.40%,1.72%,S [SMALL] ,157,€209.91, Area 3 
21,1040,Homesavers Diskin Centre Athlone,"€23,639.11","€23,639.11","€24,761.17",-4.50%,1.23%,M [MEDIUM] ,322,€73.41, Area 7 
21,1027,Homesavers Dundalk,"€90,095.52","€90,095.52","€64,570.97",39.50%,4.70%,M [MEDIUM] ,322,€279.80, Area 3 
21,1044,Homesavers WestGate Dungarvan,"€19,750.55","€19,750.55","€16,143.42",22.30%,1.03%,M [MEDIUM] ,216,€91.44, Area 8 
21,1048,Homesavers CLONMULLEN Edenderry,"€42,974.63","€42,974.63","€32,242.32",33.30%,2.24%,M [MEDIUM] ,275,€156.27, Area 7 
21,1031,Homesavers BALLYMALEY Ennis,"€90,825.61","€90,825.61","€92,609.04",-1.90%,4.74%,L [LARGE] ,536,€169.45, Area 1 
21,1042,Homesavers Rafter Street Enniscorthy,"€21,544.61","€21,544.61","€18,727.22",15.00%,1.12%,S [SMALL] ,130,€165.73, Area 2 
21,1025,Homesavers Kings meadow waterford,"€45,479.40","€45,479.40","€30,159.25",50.80%,2.37%,M+ [MEDIUM +] ,359,€126.68, Area 2 
21,1067,Homesavers Letterkenny Pearse Road,"€33,725.03","€33,725.03","€24,729.48",36.40%,1.76%,M+ [MEDIUM +] ,418,€80.68, Area 4 
21,1001,Homesavers Limerick,"€113,843.02","€113,843.02","€80,361.41",41.70%,5.94%,M+ [MEDIUM +] ,337,€337.81, Area 6 
21,1010,Homesavers Longford U4,"€9,556.76","€9,556.76","€9,694.30",-1.40%,0.50%,XS [EXTRA SMALL] ,125,€76.45, Area 7 
21,1032,Homesavers Midleton,"€25,800.94","€25,800.94","€21,192.30",21.70%,1.35%,M [MEDIUM] ,211,€122.28, Area 8 
21,1054,Homesavers Milford Retail Park,"€39,238.49","€39,238.49","€27,659.51",41.90%,2.05%,M [MEDIUM] ,312,€125.76, Area 4 
21,1033,Homesavers Monaghan,"€81,707.94","€81,707.94","€59,757.22",36.70%,4.26%,L [LARGE] ,436,€187.40, Area 3 
21,1062,Homesavers Mountmellick LAOIS,"€8,844.11","€8,844.11","€7,199.69",22.80%,0.46%,XS [EXTRA SMALL] ,67,€132.00, Area 6 
21,1002,Homesavers Mullingar,"€78,875.30","€78,875.30","€52,443.98",50.40%,4.11%,M [MEDIUM] ,245,€321.94, Area 1 
21,1024,Homesavers Martyr Road Nenagh (a),"€41,268.88","€41,268.88","€39,097.23",5.60%,2.15%,M+ [MEDIUM +] ,374,€110.34, Area 6 
21,1058,HOMESAVERS MARTYR ROAD NENAGH (B),"€43,466.39","€43,466.39","€31,410.10",38.40%,2.27%,M+ [MEDIUM +] ,302,€143.93, Area 6 
21,1053,Homesavers New Road Portlaoise,"€33,720.82","€33,720.82","€32,685.81",3.20%,1.76%,M [MEDIUM] ,219,€153.98, Area 6 
21,1028,Homesavers Newcastle West,"€79,730.40","€79,730.40","€67,064.75",18.90%,4.16%,M+ [MEDIUM +] ,414,€192.59, Area 6 
21,1026,Homesavers Portlaoise,"€13,912.95","€13,912.95","€11,578.05",20.20%,0.73%,M [MEDIUM] ,255,€54.56, Area 6 
21,1052,Homesavers Lismard Portlaoise (B),"€5,685.80","€5,685.80","€5,817.33",-2.30%,0.30%,S [SMALL] ,125,€45.49, Area 6 
21,1060,Homesavers Riverside Galway,"€23,640.88","€23,640.88","€15,526.84",52.30%,1.23%,M+ [MEDIUM +] ,344,€68.72, Area 7 
21,1016,Homesavers Roscommon,"€100,538.50","€100,538.50","€71,442.78",40.70%,5.24%,XL [EXTRA LARGE] ,628,€160.09, Area 1 
21,1055,Homesavers Stranorlar business park,"€17,576.92","€17,576.92","€15,239.14",15.30%,0.92%,M [MEDIUM] ,290,€60.61, Area 4 
21,1056,Homesavers Swinford,"€6,604.96","€6,604.96","€4,908.47",34.60%,0.34%,XS [EXTRA SMALL] ,95,€69.53, Area 4 
21,1015,Homesavers Broomhill Tallaght,"€70,524.08","€70,524.08","€62,522.41",12.80%,3.68%,M+ [MEDIUM +] ,350,€201.50, Area 5 
21,1049,Homesavers The Glebe Donegal,"€32,389.06","€32,389.06","€22,378.47",44.70%,1.69%,M [MEDIUM] ,293,€110.54, Area 4 
21,1029,Homesavers Tralee,"€39,768.68","€39,768.68","€35,708.64",11.40%,2.07%,M [MEDIUM] ,310,€128.29, Area 6 
21,1007,Homesavers Tullamore,"€89,468.25","€89,468.25","€79,815.14",12.10%,4.67%,L [LARGE] ,553,€161.79, Area 1 
21,1057,"Homesavers Carlow Tullow Road U1,2","€15,615.29","€15,615.29","€15,187.90",2.80%,0.81%,M [MEDIUM] ,257,€60.76, Area 5 
21,1006,Homesavers Waterford,"€22,922.28","€22,922.28","€20,296.13",12.90%,1.20%,M [MEDIUM] ,183,€125.26, Area 2 
21,1012,Homesavers Wexford,"€49,751.04","€49,751.04","€37,305.02",33.40%,2.60%,M [MEDIUM] ,296,€168.08, Area 2 
21,1014,Homesavers Wicklow,"€31,243.27","€31,243.27","€26,931.87",16.00%,1.63%,S [SMALL] ,178,€175.52, Area 5 
21,All,Total Sales,"€1,917,074.21","€1,917,074.21","€1,551,225.07",0.00%,0.00%,0,0, €-   , €-   
22,1020,Centz Patrick Street,"€17,825.80","€17,825.80","€16,142.40",10.40%,0.82%,XS [EXTRA SMALL] ,75,€237.68, Area 3 
22,1019,Centz Cork Street,"€12,433.82","€12,433.82","€8,545.31",45.50%,0.57%,XS [EXTRA SMALL] ,49,€253.75, Area 3 
22,1021,Centz Kinvara,"€15,503.31","€15,503.31","€11,903.77",30.20%,0.71%,XS [EXTRA SMALL] ,68,€227.99, Area 3 
22,1030,Homesavers Arklow,"€43,809.93","€43,809.93","€36,236.71",20.90%,2.00%,M [MEDIUM] ,278,€157.59, Area 5 
22,1043,Homesavers Westpoint Athlone (A),"€26,970.28","€26,970.28","€29,555.26",-8.70%,1.23%,M [MEDIUM] ,288,€93.65, Area 7 
22,1046,Homesavers Monks Land Athlone (B),"€25,498.57","€25,498.57","€15,062.05",69.30%,1.17%,M [MEDIUM] ,159,€160.37, Area 7 
22,1008,Homesavers Athy,"€18,365.56","€18,365.56","€10,625.21",72.80%,0.84%,S [SMALL] ,184,€99.81, Area 5 
22,1047,Homesavers Axis Centre Longford,"€48,046.67","€48,046.67","€34,323.70",40.00%,2.20%,M [MEDIUM] ,249,€192.96, Area 7 
22,1011,Homesavers Ballyfermot,"€38,956.73","€38,956.73","€30,206.05",29.00%,1.78%,M [MEDIUM] ,293,€132.96, Area 5 
22,1059,Homesavers Ballyshannon,"€34,685.77","€34,685.77","€24,721.90",40.30%,1.59%,M [MEDIUM] ,273,€127.05, Area 4 
22,1063,Homesavers Briarhill Galway,"€25,061.59","€25,061.59","€21,053.77",19.00%,1.15%,M [MEDIUM] ,236,€106.19, Area 7 
