Week,Quarter,Store, Total , CHRISTMAS , CLEARANCE , CLEARENCE , CONFECTIONERY , DIY , ELECTRICAL , FOOD , FROZEN FOOD , DD Gardening , GARDENING , GIFTWARES , Grocery Seasonal , DD Paint , H&B Gift , HEALTH & BEAUTY , HOMEWARES , HOUSEHOLD TEXTILES , INDOOR FURNITURE , INTERNAL USE , PAPER GOODS & CLEANING , PET FOOD , SOFT DRINKS , STATIONERY , TEXTILES , TOYS , NON ALCOHOLIC DRINKS 
29,3, Homesavers Stranorlar business park ,"€15,862.17", € -   , € -   , € -   ,€888.66,€799.50,€971.72,"€1,429.40", € -   ,€2.13,€663.31,"€1,102.07",€19.82, € -   ,€394.31,"€1,728.68","€1,762.33",€470.28,€488.58, € -   ,"€1,339.79",€503.03,"€1,217.07",€439.43,€113.99,"€1,528.07", € -   
29,3, Homesavers Swinford ,"€5,207.21", € -   , € -   , € -   ,€659.86,€138.75,€272.98,€600.21, € -   , € -   ,€226.33,€271.43,€27.06, € -   ,€95.30,€323.39,€376.75,€177.60,€305.38, € -   ,€441.74,€293.60,€398.35,€206.70,€64.76,€327.02, € -   
29,3, Homesavers Broomhill Tallaght ,"€39,762.72", € -   , € -   , € -   ,"€3,267.87","€1,303.83","€2,384.75","€5,301.90", € -   ,€56.62,"€3,256.77","€2,741.41",€206.19,€107.28,€815.29,"€3,045.59","€4,357.72","€1,398.09","€1,159.79", € -   ,"€2,618.46","€1,490.20","€2,899.46",€707.36,€397.53,"€2,240.62",€5.99
29,3, Homesavers The Glebe Donegal ,"€26,533.72", € -   , € -   , € -   ,"€1,858.79",€541.20,"€1,371.29","€2,827.42", € -   ,€4.80,€833.08,"€1,733.92",€11.16, € -   ,€352.07,"€2,426.24","€3,175.13","€1,660.63","€1,028.30", € -   ,"€2,405.12","€1,170.07","€1,785.13",€688.84,€241.82,"€2,418.71", € -   
29,3, Homesavers Tralee ,"€26,389.28",€0.70, € -   , € -   ,"€2,618.67",€364.91,"€1,350.85","€2,878.93", € -   ,€3.73,"€1,879.45","€1,617.34",€51.33, € -   ,€415.23,"€2,646.71","€2,070.50",€568.71,"€1,497.46", € -   ,"€3,032.52","€1,966.02","€1,461.36",€472.08,€150.13,"€1,342.65", € -   
29,3, Homesavers Tullamore ,"€68,485.11",€5.50,€39.98, € -   ,"€3,639.48","€2,775.26","€6,052.31","€6,111.40", € -   ,€182.38,"€3,507.59","€4,056.64",€67.95,€308.47,"€1,220.30","€3,968.57","€10,023.23","€4,680.81","€4,676.66", € -   ,"€4,216.62","€2,908.42","€3,053.96","€1,567.56",€360.60,"€5,055.43",€5.99
29,3," Homesavers Carlow Tullow Road U1,2 ","€10,817.13",€11.40,€2.00, € -   ,€83.27,"€1,101.22","€1,808.89",€57.04, € -   ,€13.32,€755.58,"€1,359.44", € -   ,€90.25, € -   ,€6.99,"€1,408.21",€723.61,€959.13, € -   , € -   ,€4.50,€395.62,€505.73,€117.38,"€1,413.55", € -   
29,3, Homesavers Waterford ,"€16,545.51",€2.00,€11.00, € -   ,"€1,920.68",€428.34,€888.05,"€2,376.19", € -   , € -   ,€549.17,€866.77,€26.50, € -   ,€185.88,"€1,545.68",€635.55,€392.67,€286.33, € -   ,"€1,594.28","€1,126.61","€2,422.20",€435.95,€125.13,€726.53, € -   
29,3, Homesavers Wexford ,"€26,626.75", € -   , € -   , € -   ,"€2,325.67",€956.62,"€3,097.19","€2,885.07", € -   ,€21.41,"€1,731.55","€1,497.36",€54.90,€145.30,€432.99,"€1,977.00","€2,110.10","€1,245.90","€1,262.58", € -   ,"€1,766.11",€825.16,"€2,017.08",€551.44,€115.00,"€1,608.32", € -   
29,3, Homesavers Wicklow ,"€17,997.98", € -   , € -   , € -   ,"€2,076.14",€427.69,"€1,118.64","€2,390.14", € -   ,€25.33,€869.57,"€1,137.36",€14.76, € -   ,€434.34,"€1,141.60",€962.75,€769.76,€279.72, € -   ,"€1,374.02",€597.68,"€2,962.22",€309.97,€167.08,€939.21, € -   
29,3, Homesavers Hebron Kilkenny ,"€4,445.14",€0.56, € -   , € -   , € -   ,€256.93,€415.10, € -   , € -   , € -   ,€928.69,€233.76, € -   ,€8.79, € -   ,€4.43,€628.07,€306.60,€122.36, € -   ,€656.02,€215.49, € -   ,€38.76,€91.04,€538.54, € -   
